"customer_id","dealership_id","distance"
"2","18","231.80698588435425"
"3","11","274.9885104949864"
"4","11","208.93337510454796"
"5","4","21.75674247468588"
"6","4","12.51912084529485"
"7","12","7.4605341973673704"
"8","1","81.00919920405966"
"9","18","21.56261227624718"
"10","15","377.32135494582764"
"11","18","208.45090235163937"
"13","2","110.6149374875428"
"14","19","291.61346623800137"
"15","2","25.707699223220462"
"16","19","28.999044708148908"
"17","7","142.6374007205579"
"18","10","204.73867256092254"
"19","15","26.40078049823488"
"20","4","59.54978137494382"
"22","20","9.920537559334816"
"23","19","2.3571490954557066"
"25","10","357.50103398771523"
"26","18","130.4619775332266"
"27","1","87.87915028020744"
"28","18","184.89645480539573"
"29","16","232.20674599878242"
"31","7","5.124677882229147"
"32","4","99.51484356792533"
"33","5","2392.6321744069446"
"34","7","16.550384168165102"
"35","14","87.98660911452559"
"36","3","258.9796087266995"
"37","5","2392.6321744069446"
"39","18","67.1747139746536"
"40","11","211.3287239835986"
"41","18","562.2421050451283"
"42","11","22.076299439196113"
"43","10","377.27445308375536"
"45","3","324.58892195248126"
"46","3","18.30539157773089"
"47","7","5.227318761331591"
"48","8","8.334192519171495"
"50","6","230.64224414500114"
"51","11","329.7339742530044"
"52","1","18.12436710113389"
"53","7","191.56486585159385"
"54","12","78.91226122579118"
"55","5","73.08685571699212"
"57","10","174.48251088030133"
"58","7","139.55860242647918"
"59","18","529.4455805402106"
"60","7","5.124677882229147"
"61","10","181.31549309569695"
"62","16","85.75902519817069"
"64","16","232.20674599878242"
"65","5","76.63417193204599"
"66","14","14.107760524969663"
"67","7","5.124677882229147"
"68","6","9.041058559899763"
"69","11","181.89156815759947"
"71","11","4.275383849238732"
"73","4","118.57999168027636"
"74","3","8.510546604781322"
"75","2","97.36544154501301"
"76","19","2.3571490954557066"
"77","16","212.94191669944263"
"78","7","5.124677882229147"
"79","11","307.43404713431556"
"80","2","18.738857347140925"
"81","16","124.49752288125931"
"82","10","80.38141678442537"
"83","19","0.9887612528777278"
"84","7","65.64636426202867"
"85","8","11.029440871060622"
"86","12","78.91226122579118"
"87","1","180.3745267098353"
"88","4","43.15347990359613"
"89","20","76.90282612443542"
"90","16","98.8930756072896"
"91","15","377.32135494582764"
"92","10","154.0663943827816"
"93","10","357.50103398771523"
"94","2","18.738857347140925"
"95","6","27.242715382084437"
"96","7","5.124677882229147"
"97","10","113.33330416473774"
"98","10","285.8741834437564"
"99","20","45.66801783879016"
"100","18","21.56261227624718"
"101","10","338.3675785460451"
"102","10","258.59635131154846"
"103","12","108.72453164475813"
"104","10","178.79953551915216"
"105","19","33.13964431212121"
"106","10","239.76567763514782"
"108","15","377.32135494582764"
"109","2","31.01581491927108"
"110","10","3.6258816640356724"
"111","12","41.55800558716774"
"112","2","57.77829522229107"
"113","7","5.124677882229147"
"114","19","186.27429841664895"
"116","1","19.8380036397571"
"117","2","17.272777754284586"
"118","18","528.6923492670742"
"119","1","87.87915028020744"
"121","14","37.71000244090499"
"122","7","149.42140955103176"
"123","13","163.45529657251325"
"124","10","136.88011678860414"
"125","7","189.6152913898621"
"126","18","220.31575792369824"
"127","11","129.12258713393226"
"128","11","184.22528524947978"
"129","19","195.9944121659542"
"132","15","377.32135494582764"
"133","17","4.706424931911328"
"134","10","128.52845933949277"
"135","7","5.124677882229147"
"136","15","32.67774293561997"
"137","10","222.73108904762054"
"138","3","77.89441495955745"
"140","1","82.7713552211608"
"141","7","4.210575229493791"
"142","5","76.63417193204599"
"143","15","433.02380823500954"
"144","7","4.382465301759467"
"145","15","386.85311593405606"
"146","20","33.605349541183735"
"147","19","1.0896561170479673"
"148","16","100.59283684281127"
"149","5","76.63417193204599"
"150","2","2.9114945444973137"
"151","12","53.18580883865015"
"152","10","174.62926698806442"
"153","12","7.218834224301924"
"154","7","149.42140955103176"
"155","15","32.67774293561997"
"156","10","16.11721220688415"
"157","3","340.29656844405133"
"158","10","14.978878456562883"
"159","10","204.73867256092254"
"160","7","3.3869027037143082"
"161","19","193.35213309189356"
"162","1","18.12436710113389"
"163","19","176.63003347109412"
"165","14","73.52898132733165"
"167","10","239.7028179788954"
"168","10","154.0663943827816"
"169","2","110.6149374875428"
"170","2","0.2509212881453772"
"171","12","78.91226122579118"
"172","2","226.99037282972475"
"173","10","129.82708124773484"
"174","4","5.148282723139725"
"175","2","15.222355501494226"
"176","15","89.12883031916769"
"177","19","82.28808882960494"
"179","4","90.46376057182496"
"180","18","337.5477725312803"
"181","7","4.771891767163097"
"182","2","9.86519257612149"
"183","7","93.58971728334564"
"184","16","135.85320257215855"
"185","16","144.415242360847"
"186","6","7.1433250047080525"
"187","2","226.99037282972475"
"188","1","61.41015438751481"
"190","1","19.8380036397571"
"191","11","144.174140475558"
"192","1","243.71870513556237"
"193","14","22.97394973066696"
"194","3","120.17884013443177"
"195","7","93.58971728334564"
"196","7","4.095255573816173"
"197","18","173.3949702235886"
"198","5","27.661423951776143"
"199","12","63.77860280512602"
"200","5","2385.3074189650947"
"202","3","71.40055932805681"
"203","16","125.2526079922745"
"204","10","9.333998998462581"
"205","11","4.275383849238732"
"206","5","27.661423951776143"
"207","1","22.55792388701274"
"208","10","339.0849390832575"
"209","18","529.4455805402106"
"210","18","10.10376739681335"
"211","10","200.12963985013297"
"212","17","3.30949605936007"
"214","15","394.47536646780304"
"215","18","547.9638356893828"
"216","11","148.55155800858805"
"217","1","38.16471552554953"
"218","12","111.05710584997726"
"219","15","339.4772453658569"
"220","7","5.124677882229147"
"221","7","5.124677882229147"
"222","10","174.48251088030133"
"223","17","34.792358627955515"
"224","17","10.248497904235638"
"225","10","222.0450039903884"
"226","4","21.75674247468588"
"228","16","280.2649511680232"
"229","11","329.7339742530044"
"230","10","154.0663943827816"
"231","5","28.112226067669067"
"232","5","17.06460748261005"
"233","12","15.31294950730518"
"234","7","5.631969842215424"
"235","18","166.82220468934392"
"236","6","679.4019749356651"
"237","18","529.4455805402106"
"238","11","2.0821363980161895"
"239","7","92.19327439211507"
"240","7","65.64636426202867"
"241","1","181.64452360319754"
"242","8","7.292282232681227"
"243","19","2.3571490954557066"
"244","16","144.415242360847"
"245","19","176.63003347109412"
"246","6","230.99685600778847"
"247","18","228.26116752726531"
"248","3","258.9796087266995"
"249","15","377.32135494582764"
"250","18","223.52079653651566"
"251","18","566.8838183278383"
"252","5","158.33434097054703"
"253","10","242.5745981816303"
"254","13","16.399131614716"
"255","7","90.65252950456627"
"256","5","19.89687403767943"
"257","7","189.6152913898621"
"258","1","11.88242728365317"
"259","7","5.124677882229147"
"260","2","8.251516201108041"
"262","10","418.3279749433592"
"263","2","18.738857347140925"
"264","7","151.28684198329978"
"265","14","85.12091852008324"
"266","16","59.69772734849113"
"267","3","253.64436821042776"
"268","3","11.751182248531999"
"269","7","4.685297730744945"
"270","10","242.25834101816568"
"272","17","4.706424931911328"
"273","5","27.661423951776143"
"274","10","3.44305184335726"
"275","11","129.12258713393226"
"276","7","5.2342738871042425"
"277","7","93.9804101619187"
"278","1","81.00919920405966"
"279","7","191.56486585159385"
"280","18","18.135992745471555"
"281","2","27.221190174400434"
"282","3","14.31309898810075"
"283","18","184.4637896297082"
"284","7","131.99733035923026"
"285","5","17.06460748261005"
"286","10","18.466127406907066"
"287","4","11.584190129359467"
"288","16","144.415242360847"
"289","7","101.50505576582559"
"290","5","25.488199414494254"
"292","11","329.7339742530044"
"293","16","105.26610826199038"
"294","6","1436.7642620624342"
"295","4","4.570815283283692"
"296","18","231.99837188480922"
"297","3","255.14719260764994"
"298","19","176.63003347109412"
"299","11","135.69320733774873"
"300","7","7.6738741720900725"
"301","5","2390.9555461930554"
"302","1","127.1974894108762"
"303","2","0.24716549009440267"
"304","16","3.5751938372933783"
